Material,Month,Year,Unit Price,Unit Price (x 1000),Rate Card Price,Unit Rate Card Price,Amount Doc Curr (Â£),Invoice Receipt Quantity,Difference,diff x quant
417750,1,2021,0.0584,58.44001538825758,60.6,0.0606,3949.61,67584,0.0022000000000000006,148.68480000000005
378928,1,2021,0.0175,17.46001059322034,17.32,0.0173,5933.61,339840,-0.00020000000000000226,-67.96800000000077
424498,1,2021,0.0175,17.45999588041431,17.32,0.0173,11867.21,679680,-0.00020000000000000226,-135.93600000000154
394733,1,2021,0.2883,288.32990196078435,287.65,0.2876,5881.93,20400,-0.0006999999999999784,-14.27999999999956
394733,1,2021,0.2883,288.32990196078435,287.65,0.2876,5881.93,20400,-0.0006999999999999784,-14.27999999999956
394734,1,2021,0.2937,293.739880952381,293.06,0.2931,4934.83,16800,-0.0005999999999999894,-10.079999999999822
394734,1,2021,0.2937,293.739880952381,293.06,0.2931,4934.83,16800,-0.0005999999999999894,-10.079999999999822
411567,1,2021,0.0271,27.11,26.88,0.0269,12687.48,468000,-0.0001999999999999988,-93.59999999999944
428891,1,2021,0.0271,27.11,26.88,0.0269,6343.74,234000,-0.0001999999999999988,-46.79999999999972
396399,1,2021,0.082,82.0201048951049,81.35,0.0813,2814.93,34320,-0.0007000000000000062,-24.02400000000021
394734,1,2021,0.2937,293.739880952381,293.06,0.2931,4934.83,16800,-0.0005999999999999894,-10.079999999999822
394734,1,2021,0.2937,293.7400793650794,293.06,0.2931,2960.9,10080,-0.0005999999999999894,-6.0479999999998935
402602,1,2021,0.1194,119.43993506493506,119.24,0.1192,4120.2,34496,-0.00020000000000000573,-6.899200000000198
402602,1,2021,0.1194,119.43994839315037,119.24,0.1192,10183.45,85260,-0.00020000000000000573,-17.05200000000049
428891,8,2021,0.0584,58.440212673611114,27.11,0.0271,1077.17,18432,-0.0313,-576.9216
428891,8,2021,0.0584,58.440212673611114,27.11,0.0271,1077.17,18432,-0.0313,-576.9216
428891,8,2021,0.0584,58.440104166666664,27.11,0.0271,1795.28,30720,-0.0313,-961.5360000000001
428891,12,2021,0.0584,58.440104166666664,27.11,0.0271,-1795.28,-30720,-0.0313,961.5360000000001
428891,12,2021,0.0584,58.440212673611114,27.11,0.0271,-1077.17,-18432,-0.0313,576.9216
428891,12,2021,0.0584,58.440212673611114,27.11,0.0271,-1077.17,-18432,-0.0313,576.9216
417750,4,2021,0.0584,58.44001538825758,60.6,0.0606,-3949.61,-67584,0.0022000000000000006,-148.68480000000005
411574,4,2021,0.0606,60.610054347826086,58.44,0.0584,1784.36,29440,-0.0022000000000000006,-64.76800000000001
411574,4,2021,0.0606,60.610054347826086,58.44,0.0584,-1784.36,-29440,-0.0022000000000000006,64.76800000000001
394734,1,2021,0.2937,293.739880952381,293.06,0.2931,4934.83,16800,-0.0005999999999999894,-10.079999999999822
425230,6,2021,0.0793,79.2831541218638,79,0.079,11325.44,142848,-0.0002999999999999947,-42.854399999999245
424498,10,2021,0.0698,69.84004237288136,17.46,0.0175,5933.61,84960,-0.0523,-4443.408
424498,10,2021,0.0698,69.84004237288136,17.46,0.0175,-5933.61,-84960,-0.0523,4443.408
417750,5,2021,0.0623,62.349934895833336,60.6,0.0606,1915.39,30720,-0.0017000000000000001,-52.224000000000004
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
396399,1,2021,0.082,82.01995920745921,81.35,0.0813,5629.85,68640,-0.0007000000000000062,-48.04800000000042
428891,1,2021,0.0271,27.11,26.88,0.0269,12687.48,468000,-0.0001999999999999988,-93.59999999999944
402431,1,2021,0.0259,25.87003205128205,25.66,0.0257,3228.58,124800,-0.0001999999999999988,-24.959999999999848
411627,1,2021,0.0271,27.109986504723345,26.88,0.0269,3615.93,133380,-0.0001999999999999988,-26.67599999999984
417752,4,2021,0.0606,60.61009208937198,64.51,0.0645,3211.85,52992,0.0039000000000000007,206.66880000000003
417752,4,2021,0.0606,60.60992697010869,64.51,0.0645,2854.97,47104,0.0039000000000000007,183.70560000000003
417752,4,2021,0.0606,60.60992697010869,64.51,0.0645,2854.97,47104,0.0039000000000000007,183.70560000000003
417752,4,2021,0.0606,60.60992697010869,64.51,0.0645,-2854.97,-47104,0.0039000000000000007,-183.70560000000003
417752,4,2021,0.0606,60.60992697010869,64.51,0.0645,-2854.97,-47104,0.0039000000000000007,-183.70560000000003
417752,4,2021,0.0606,60.61009208937198,64.51,0.0645,-3211.85,-52992,0.0039000000000000007,-206.66880000000003
436805,6,2021,0.271,271.0200980392157,288.33,0.2883,5528.81,20400,0.017299999999999982,352.9199999999996
394732,6,2021,0.2883,288.32990196078435,271.02,0.271,5881.93,20400,-0.017299999999999982,-352.9199999999996
394732,6,2021,0.2883,288.32990196078435,271.02,0.271,-5881.93,-20400,-0.017299999999999982,352.9199999999996
411627,1,2021,0.0271,27.110001499475185,26.88,0.0269,18079.66,666900,-0.0001999999999999988,-133.3799999999992
378928,1,2021,0.0175,17.46001059322034,17.32,0.0173,5933.61,339840,-0.00020000000000000226,-67.96800000000077
424498,1,2021,0.0175,17.459997982243742,17.32,0.0173,20767.62,1189440,-0.00020000000000000226,-237.88800000000268
394732,1,2021,0.271,271.0201573254671,270.35,0.2704,5512.55,20340,-0.0006000000000000449,-12.204000000000914
394732,1,2021,0.271,271.0201573254671,270.35,0.2704,5512.55,20340,-0.0006000000000000449,-12.204000000000914
411567,1,2021,0.0271,27.11,26.88,0.0269,6343.74,234000,-0.0001999999999999988,-46.79999999999972
396399,1,2021,0.082,82.02003205128204,81.35,0.0813,11259.71,137280,-0.0007000000000000062,-96.09600000000084
394732,1,2021,0.271,271.0201573254671,270.35,0.2704,5512.55,20340,-0.0006000000000000449,-12.204000000000914
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
394732,1,2021,0.271,271.0201573254671,270.35,0.2704,5512.55,20340,-0.0006000000000000449,-12.204000000000914
394732,1,2021,0.271,271.0201573254671,270.35,0.2704,5512.55,20340,-0.0006000000000000449,-12.204000000000914
394732,1,2021,0.271,271.0201573254671,270.35,0.2704,5512.55,20340,-0.0006000000000000449,-12.204000000000914
436806,1,2021,0.3149,314.9402628434887,314.27,0.3143,5272.1,16740,-0.0005999999999999894,-10.043999999999823
436806,1,2021,0.3149,314.9404761904762,314.27,0.3143,2645.5,8400,-0.0005999999999999894,-5.039999999999911
417748,5,2021,0.0589,58.91951099442074,58.44,0.0584,7181.11,121880,-0.0005000000000000004,-60.940000000000055
436805,8,2021,0.271,271.0200980392157,288.33,0.2883,-5528.81,-20400,0.017299999999999982,-352.9199999999996
417750,8,2021,0.0624,62.350260416666664,60.6,0.0606,1149.24,18432,-0.001799999999999996,-33.17759999999993
417750,8,2021,0.0624,62.350260416666664,60.6,0.0606,-1149.24,-18432,-0.001799999999999996,33.17759999999993
353701,1,2021,0.0592,59.162326388888886,66.42,0.0664,-136.31,-2304,0.007199999999999998,-16.588799999999996
411567,1,2021,0.0271,27.11,26.88,0.0269,25374.96,936000,-0.0001999999999999988,-187.19999999999888
421237,1,2021,0.028,28.02,27.79,0.0278,4917.51,175500,-0.00020000000000000226,-35.1000000000004
424499,1,2021,0.0271,27.110009496676163,26.88,0.0269,14273.42,526500,-0.0001999999999999988,-105.29999999999936
411567,1,2021,0.0271,27.110012210012208,26.88,0.0269,11101.55,409500,-0.0001999999999999988,-81.89999999999951
353672,1,2021,0.0347,34.71004273504274,34.43,0.0344,3248.86,93600,-0.00030000000000000165,-28.080000000000155
428891,1,2021,0.0271,27.11002849002849,26.88,0.0269,4757.81,175500,-0.0001999999999999988,-35.09999999999979
396399,1,2021,0.082,82.02000777000777,81.35,0.0813,8444.78,102960,-0.0007000000000000062,-72.07200000000064
353699,1,2021,0.1393,139.34002916998142,139.06,0.1391,8407.22,60336,-0.00020000000000000573,-12.067200000000346
411567,1,2021,0.0271,27.11,26.88,0.0269,34890.57,1287000,-0.0001999999999999988,-257.39999999999844
411567,1,2021,0.0271,27.11000502765209,26.88,0.0269,26960.9,994500,-0.0001999999999999988,-198.89999999999878
421237,1,2021,0.028,28.02,27.79,0.0278,1639.17,58500,-0.00020000000000000226,-11.700000000000133
421237,1,2021,0.028,28.02,27.79,0.0278,1639.17,58500,-0.00020000000000000226,-11.700000000000133
428713,1,2021,0.0273,27.349999999999998,27.12,0.0271,3610.2,132000,-0.00020000000000000226,-26.400000000000297
428713,1,2021,0.0273,27.349999999999998,27.12,0.0271,3938.4,144000,-0.00020000000000000226,-28.800000000000324
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
411567,1,2021,0.0271,27.110007770007773,26.88,0.0269,17445.29,643500,-0.0001999999999999988,-128.69999999999922
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
394732,1,2021,0.271,271.0198412698413,270.35,0.2704,5463.76,20160,-0.0006000000000000449,-12.096000000000906
425230,1,2021,0.079,79,78.78,0.0788,16179.2,204800,-0.00020000000000000573,-40.96000000000117
436806,1,2021,0.3149,314.9396258503401,314.27,0.3143,3703.69,11760,-0.0005999999999999894,-7.055999999999876
394738,1,2021,0.3088,308.7696078431373,308.1,0.3081,1889.67,6120,-0.0007000000000000339,-4.284000000000208
353710,1,2021,0.0663,66.2900390625,66.15,0.0662,8145.72,122880,-0.00010000000000000286,-12.288000000000352
353701,1,2021,0.0666,66.56005859375,66.42,0.0664,5452.6,81920,-0.00020000000000000573,-16.38400000000047
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
394732,1,2021,0.271,271.02021696252467,270.35,0.2704,5496.29,20280,-0.0006000000000000449,-12.168000000000912
417752,11,2021,0.0607,60.67006172839506,64.51,0.0645,1965.71,32400,0.0038000000000000048,123.12000000000016
417752,11,2021,0.0607,60.66995884773662,64.51,0.0645,1474.28,24300,0.0038000000000000048,92.34000000000012
411572,12,2021,0.0633,63.28509350508264,60.67,0.0607,1631.11,25774,-0.002599999999999998,-67.01239999999996
417752,10,2021,0.0607,60.66995884773662,64.51,0.0645,-1474.28,-24300,0.0038000000000000048,-92.34000000000012
411572,10,2021,0.0633,63.28509350508264,60.67,0.0607,-1631.11,-25774,-0.002599999999999998,67.01239999999996
421730,10,2021,0.0584,58.43994140625,62.35,0.0624,1436.22,24576,0.003999999999999997,98.30399999999992
421730,10,2021,0.0584,58.440212673611114,62.35,0.0624,1077.17,18432,0.003999999999999997,73.72799999999994
421730,10,2021,0.0584,58.43994140625,62.35,0.0624,-1436.22,-24576,0.003999999999999997,-98.30399999999992
421730,10,2021,0.0584,58.440212673611114,62.35,0.0624,-1077.17,-18432,0.003999999999999997,-73.72799999999994
417750,10,2021,0.0584,58.43994140625,60.6,0.0606,3590.55,61440,0.0022000000000000006,135.16800000000003
411567,1,2021,0.0271,27.11,26.88,0.0269,12687.48,468000,-0.0001999999999999988,-93.59999999999944
411567,1,2021,0.0271,27.11000502765209,26.88,0.0269,26960.9,994500,-0.0001999999999999988,-198.89999999999878
411567,1,2021,0.0271,27.11000407000407,26.88,0.0269,33304.64,1228500,-0.0001999999999999988,-245.6999999999985
428585,1,2021,0.0266,26.619999999999997,26.4,0.0264,17249.76,648000,-0.0001999999999999988,-129.59999999999923
396399,1,2021,0.082,82.02000777000777,81.35,0.0813,8444.78,102960,-0.0007000000000000062,-72.07200000000064
411567,1,2021,0.0271,27.110017094017095,26.88,0.0269,7929.68,292500,-0.0001999999999999988,-58.499999999999645
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
411567,1,2021,0.0271,27.11000449842555,26.88,0.0269,30132.77,1111500,-0.0001999999999999988,-222.29999999999865
424499,1,2021,0.0271,27.110009496676163,26.88,0.0269,14273.42,526500,-0.0001999999999999988,-105.29999999999936
428585,1,2021,0.0266,26.62,26.4,0.0264,7666.56,288000,-0.0001999999999999988,-57.59999999999965
396399,1,2021,0.082,82.02000777000777,81.35,0.0813,8444.78,102960,-0.0007000000000000062,-72.07200000000064
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
402471,1,2021,0.079,79.00000980238394,78.78,0.0788,16118.53,204032,-0.00020000000000000573,-40.80640000000117
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
417750,3,2021,0.0584,58.43994140625,60.6,0.0606,-3590.55,-61440,0.0022000000000000006,-135.16800000000003
428716,11,2021,0.0584,58.43994140625,17.22,0.0172,2872.44,49152,-0.0412,-2025.0624
428716,11,2021,0.0584,58.43994140625,17.22,0.0172,-2872.44,-49152,-0.0412,2025.0624
417753,11,2021,0.3637,363.6599864130435,60.6,0.0606,4282.46,11776,-0.30310000000000004,-3569.3056000000006
417753,11,2021,0.3637,363.6599864130435,60.6,0.0606,-4282.46,-11776,-0.30310000000000004,3569.3056000000006
411567,1,2021,0.0271,27.11,26.88,0.0269,22203.09,819000,-0.0001999999999999988,-163.79999999999902
411567,1,2021,0.0271,27.11000316555872,26.88,0.0269,42820.25,1579500,-0.0001999999999999988,-315.8999999999981
411567,1,2021,0.0271,27.110003418803416,26.88,0.0269,39648.38,1462500,-0.0001999999999999988,-292.49999999999824
421237,1,2021,0.028,28.02,27.79,0.0278,1639.17,58500,-0.00020000000000000226,-11.700000000000133
421237,1,2021,0.028,28.02,27.79,0.0278,1639.17,58500,-0.00020000000000000226,-11.700000000000133
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
394732,1,2021,0.271,271.0200980392157,270.35,0.2704,5528.81,20400,-0.0006000000000000449,-12.240000000000917
411567,1,2021,0.0271,27.11002849002849,26.88,0.0269,4757.81,175500,-0.0001999999999999988,-35.09999999999979
353672,1,2021,0.0347,34.70997150997151,34.43,0.0344,4873.28,140400,-0.00030000000000000165,-42.12000000000023
421237,1,2021,0.028,28.02,27.79,0.0278,1639.17,58500,-0.00020000000000000226,-11.700000000000133
402471,1,2021,0.079,78.99999002234993,78.78,0.0788,15835.39,200448,-0.00020000000000000573,-40.08960000000115
353709,1,2021,0.1381,138.1499669312169,137.87,0.1379,8355.31,60480,-0.00020000000000000573,-12.096000000000346
394734,1,2021,0.2937,293.739880952381,293.06,0.2931,4934.83,16800,-0.0005999999999999894,-10.079999999999822
353709,1,2021,0.1381,138.1499669312169,137.87,0.1379,8355.31,60480,-0.00020000000000000573,-12.096000000000346
353709,1,2021,0.1381,138.1499669312169,137.87,0.1379,8355.31,60480,-0.00020000000000000573,-12.096000000000346
425230,1,2021,0.079,79,78.78,0.0788,16179.2,204800,-0.00020000000000000573,-40.96000000000117
411574,7,2021,0.0607,60.66975308641975,58.44,0.0584,982.85,16200,-0.0022999999999999965,-37.25999999999994
411574,7,2021,0.0607,60.66975308641975,58.44,0.0584,982.85,16200,-0.0022999999999999965,-37.25999999999994
411574,7,2021,0.0607,60.66975308641975,58.44,0.0584,-982.85,-16200,-0.0022999999999999965,37.25999999999994
411574,7,2021,0.0607,60.66975308641975,58.44,0.0584,-982.85,-16200,-0.0022999999999999965,37.25999999999994
411574,10,2021,0.0606,60.61009208937198,58.44,0.0584,3211.85,52992,-0.0022000000000000006,-116.58240000000004
411574,10,2021,0.0606,60.61009208937198,58.44,0.0584,-3211.85,-52992,-0.0022000000000000006,116.58240000000004
417750,12,2021,0.0727,72.73199728260869,60.6,0.0606,2141.23,29440,-0.0121,-356.224
411567,12,2021,0.0584,58.440104166666664,27.11,0.0271,1795.28,30720,-0.0313,-961.5360000000001
411567,12,2021,0.0584,58.440104166666664,27.11,0.0271,-1795.28,-30720,-0.0313,961.5360000000001
417748,12,2021,0.0967,96.72817887931035,58.44,0.0584,718.11,7424,-0.038299999999999994,-284.33919999999995
417753,12,2021,0.0693,69.26848796583852,60.6,0.0606,2854.97,41216,-0.0087,-358.57919999999996
417750,12,2021,0.0808,80.81351902173913,60.6,0.0606,1427.49,17664,-0.020199999999999996,-356.8127999999999
417748,12,2021,0.0731,73.05013020833333,58.44,0.0584,3590.56,49152,-0.014699999999999998,-722.5343999999999
417748,12,2021,0.2045,204.54020182291666,58.44,0.0584,2513.39,12288,-0.14609999999999998,-1795.2767999999996
411574,12,2021,0.1753,175.322265625,58.44,0.0584,1077.18,6144,-0.1169,-718.2336
422809,4,2022,0.0633,63.33004115226337,99.54,0.0995,1538.92,24300,0.03620000000000001,879.6600000000002
422809,4,2022,0.0633,63.33024691358025,99.54,0.0995,-1025.95,-16200,0.03620000000000001,-586.4400000000002
417753,4,2022,0.0606,60.60992697010869,96.77,0.0968,2854.97,47104,0.036199999999999996,1705.1647999999998
417750,4,2022,0.0606,60.610280797101446,96.77,0.0968,1070.62,17664,0.036199999999999996,639.4368
417748,4,2022,0.0584,58.440212673611114,93.33,0.0933,1077.17,18432,0.034899999999999994,643.2767999999999
411574,4,2022,0.0584,58.440212673611114,93.33,0.0933,1077.17,18432,0.034899999999999994,643.2767999999999
411574,4,2022,0.0584,58.43994140625,93.33,0.0933,-1436.22,-24576,0.034899999999999994,-857.7023999999999
411567,5,2022,0.0425,42.46,41.1,0.0411,69549.48,1638000,-0.0014000000000000054,-2293.200000000009
411627,5,2022,0.0425,42.46000149947518,41.1,0.0411,22653.26,533520,-0.0014000000000000054,-746.9280000000028
353672,5,2022,0.0546,54.60997150997151,52.87,0.0529,7667.24,140400,-0.0017000000000000001,-238.68
396399,5,2022,0.129,129.04006410256412,124.93,0.1249,8857.31,68640,-0.004100000000000006,-281.42400000000043
396119,5,2022,0.0255,25.469992320869512,24.66,0.0247,8623.63,338580,-0.0007999999999999986,-270.8639999999995
428585,5,2022,0.0418,41.82,40.48,0.0405,18066.24,432000,-0.0012999999999999956,-561.5999999999981
428716,5,2022,0.0272,27.219985875706215,26.36,0.0264,4625.22,169920,-0.0007999999999999986,-135.93599999999978
402430,5,2022,0.1181,118.13997885338347,116.78,0.1168,24134.58,204288,-0.0012999999999999956,-265.5743999999991
353709,5,2022,0.2102,210.19987922705315,208.46,0.2085,3480.91,16560,-0.001700000000000007,-28.15200000000012
417752,6,2022,0.0645,64.5202105978261,100.68,0.1007,759.79,11776,0.036199999999999996,426.29119999999995
417752,6,2022,0.0645,64.51992753623189,100.68,0.1007,1139.68,17664,0.036199999999999996,639.4368
417752,6,2022,0.0645,64.5202105978261,100.68,0.1007,1519.58,23552,0.036199999999999996,852.5823999999999
421730,6,2022,0.0624,62.350260416666664,97.24,0.0972,766.16,12288,0.0348,427.62239999999997
421730,6,2022,0.0623,62.349853515625,97.24,0.0972,1532.31,24576,0.034899999999999994,857.7023999999999
421730,6,2022,0.0624,62.350260416666664,97.24,0.0972,1149.24,18432,0.0348,641.4336
